Symbol,Date,Open,High,Low,Close,Adj Close,Volume
BRK-B,2017-02-02,163.309998,163.309998,162.270004,163.0,163.0,3041200
BRK-B,2017-02-03,164.0,164.190002,162.520004,163.940002,163.940002,3352700
BRK-B,2017-02-06,163.880005,163.929993,163.03999299999998,163.419998,163.419998,2798300
BRK-B,2017-02-07,163.619995,163.850006,162.580002,162.929993,162.929993,2446800
BRK-B,2017-02-08,162.899994,163.130005,162.149994,162.869995,162.869995,2247100
BRK-B,2017-02-09,162.869995,164.419998,162.820007,164.03999299999998,164.03999299999998,2878300
BRK-B,2017-02-10,164.58999599999999,164.679993,163.600006,164.009995,164.009995,3066200
BRK-B,2017-02-13,164.71000700000002,166.240005,164.440002,165.850006,165.850006,2958400
BRK-B,2017-02-14,165.850006,167.0,165.169998,166.949997,166.949997,3038700
BRK-B,2017-02-15,167.21000700000002,167.33999599999999,166.119995,167.279999,167.279999,4349600
BRK-B,2017-02-16,167.279999,167.800003,166.100006,167.740005,167.740005,3152200
BRK-B,2017-02-17,167.559998,168.699997,166.71000700000002,168.570007,168.570007,3716900
BRK-B,2017-02-21,168.919998,169.649994,168.470001,168.919998,168.919998,4416900
BRK-B,2017-02-22,168.919998,169.699997,168.330002,169.610001,169.610001,3299400
BRK-B,2017-02-23,169.96000700000002,170.16000400000001,169.110001,170.149994,170.149994,3377100
BRK-B,2017-02-24,169.399994,170.279999,169.220001,170.220001,170.220001,4023400
BRK-B,2017-02-27,170.899994,171.199997,170.320007,170.630005,170.630005,3738600
BRK-B,2017-02-28,170.899994,172.199997,170.509995,171.419998,171.419998,6464500
BRK-B,2017-03-01,173.699997,177.41000400000001,173.699997,177.279999,177.279999,7137600
BRK-B,2017-03-02,177.860001,177.860001,175.479996,175.889999,175.889999,4154800
BRK-B,2017-03-03,175.970001,176.46000700000002,175.03999299999998,175.679993,175.679993,3552000
BRK-B,2017-03-06,175.440002,175.880005,174.509995,175.399994,175.399994,3379100
BRK-B,2017-03-07,175.580002,175.759995,174.899994,175.300003,175.300003,2645400
BRK-B,2017-03-08,175.889999,176.0,174.800003,174.970001,174.970001,3334400
BRK-B,2017-03-09,175.699997,175.850006,174.820007,175.369995,175.369995,2955800
BRK-B,2017-03-10,176.0,176.139999,174.449997,174.979996,174.979996,3789700
BRK-B,2017-03-13,175.28999299999998,175.600006,174.690002,175.389999,175.389999,3333500
BRK-B,2017-03-14,175.220001,175.429993,174.229996,174.729996,174.729996,2972300
BRK-B,2017-03-15,174.979996,175.080002,173.770004,174.669998,174.669998,3928500
BRK-B,2017-03-16,175.149994,175.429993,173.699997,174.080002,174.080002,3119600
BRK-B,2017-03-17,173.889999,173.889999,172.320007,172.820007,172.820007,6710700
BRK-B,2017-03-20,172.300003,172.869995,171.600006,172.070007,172.070007,3340700
BRK-B,2017-03-21,172.16000400000001,172.440002,169.029999,169.470001,169.470001,4973900
BRK-B,2017-03-22,169.270004,170.03999299999998,168.020004,169.300003,169.300003,3257000
BRK-B,2017-03-23,169.66000400000001,171.360001,169.21000700000002,169.889999,169.889999,3142900
BRK-B,2017-03-24,170.449997,170.449997,168.020004,168.66000400000001,168.66000400000001,4131900
BRK-B,2017-03-27,166.889999,167.509995,165.800003,167.440002,167.440002,4884700
BRK-B,2017-03-28,167.279999,168.610001,166.360001,168.309998,168.309998,4598000
BRK-B,2017-03-29,168.0,168.300003,166.440002,166.58999599999999,166.58999599999999,4776400
BRK-B,2017-03-30,166.300003,167.690002,166.0,167.360001,167.360001,3393700
BRK-B,2017-03-31,167.41000400000001,167.600006,166.33999599999999,166.679993,166.679993,3564700
BRK-B,2017-04-03,166.720001,167.0,165.320007,166.869995,166.869995,3986900
BRK-B,2017-04-04,166.610001,167.0,166.139999,166.860001,166.860001,2853000
BRK-B,2017-04-05,167.449997,168.229996,165.669998,165.830002,165.830002,5231100
BRK-B,2017-04-06,165.639999,167.0,165.020004,166.470001,166.470001,3892300
BRK-B,2017-04-07,165.619995,166.889999,165.479996,166.169998,166.169998,2593400
BRK-B,2017-04-10,166.199997,167.0,165.979996,166.350006,166.350006,3015900
BRK-B,2017-04-11,165.800003,166.220001,164.850006,165.699997,165.699997,3488200
BRK-B,2017-04-12,165.070007,165.479996,164.66000400000001,165.110001,165.110001,3419700
BRK-B,2017-04-13,164.979996,165.279999,162.869995,162.899994,162.899994,3655100
BRK-B,2017-04-17,163.610001,164.630005,162.669998,164.350006,164.350006,3414100
BRK-B,2017-04-18,163.869995,164.229996,163.08999599999999,163.690002,163.690002,2985800
BRK-B,2017-04-19,164.100006,164.490005,162.279999,162.759995,162.759995,3932900
BRK-B,2017-04-20,163.28999299999998,165.240005,163.03999299999998,164.979996,164.979996,3729200
BRK-B,2017-04-21,164.399994,164.949997,163.33999599999999,163.41000400000001,163.41000400000001,5122400
BRK-B,2017-04-24,165.699997,165.990005,164.399994,165.779999,165.779999,4135500
BRK-B,2017-04-25,166.919998,167.96000700000002,166.600006,167.529999,167.529999,4268500
BRK-B,2017-04-26,167.5,168.949997,167.25,167.630005,167.630005,4084300
BRK-B,2017-04-27,167.649994,167.809998,165.5,166.550003,166.550003,4290200
BRK-B,2017-04-28,166.279999,166.550003,164.679993,165.21000700000002,165.21000700000002,3028400
BRK-B,2017-05-01,165.800003,166.320007,165.350006,165.440002,165.440002,3135400
BRK-B,2017-05-02,165.899994,166.330002,165.16000400000001,166.050003,166.050003,2781200
BRK-B,2017-05-03,165.699997,167.080002,165.5,166.729996,166.729996,2982200
BRK-B,2017-05-04,167.639999,168.03999299999998,166.220001,166.33999599999999,166.33999599999999,3643500
BRK-B,2017-05-05,167.119995,167.139999,165.880005,166.550003,166.550003,3578500
BRK-B,2017-05-08,166.5,166.600006,164.100006,165.020004,165.020004,5163900
BRK-B,2017-05-09,165.169998,165.240005,163.0,163.46000700000002,163.46000700000002,3840700
BRK-B,2017-05-10,163.360001,163.880005,163.029999,163.720001,163.720001,3237400
BRK-B,2017-05-11,163.580002,163.770004,162.389999,163.270004,163.270004,3285900
BRK-B,2017-05-12,163.059998,163.490005,162.470001,163.320007,163.320007,3592300
BRK-B,2017-05-15,163.809998,164.080002,163.259995,163.800003,163.800003,2959000
BRK-B,2017-05-16,164.100006,164.28999299999998,163.25,163.610001,163.610001,2434900
BRK-B,2017-05-17,163.610001,163.610001,161.179993,161.259995,161.259995,4797400
BRK-B,2017-05-18,161.5,162.619995,160.929993,161.619995,161.619995,3645600
BRK-B,2017-05-19,161.860001,164.080002,161.580002,163.240005,163.240005,4164900
BRK-B,2017-05-22,164.800003,165.479996,163.940002,165.130005,165.130005,4350800
BRK-B,2017-05-23,165.399994,165.770004,164.869995,165.479996,165.479996,3352200
BRK-B,2017-05-24,165.899994,165.899994,164.550003,164.929993,164.929993,2597300
BRK-B,2017-05-25,165.229996,165.5,164.71000700000002,165.300003,165.300003,2605300
BRK-B,2017-05-26,165.25,165.880005,165.020004,165.690002,165.690002,2156300
BRK-B,2017-05-30,165.78999299999998,165.869995,164.470001,165.110001,165.110001,3048300
BRK-B,2017-05-31,165.270004,165.449997,164.100006,165.279999,165.279999,5674900
BRK-B,2017-06-01,165.800003,166.690002,164.75,166.66000400000001,166.66000400000001,3330900
BRK-B,2017-06-02,166.130005,166.919998,165.850006,166.28999299999998,166.28999299999998,3919900
BRK-B,2017-06-05,166.429993,167.070007,166.330002,166.520004,166.520004,2303200
BRK-B,2017-06-06,166.119995,166.720001,165.880005,166.130005,166.130005,2752300
BRK-B,2017-06-07,166.139999,166.75,165.869995,166.5,166.5,2987300
BRK-B,2017-06-08,166.5,167.940002,166.229996,166.940002,166.940002,4356300
BRK-B,2017-06-09,167.669998,170.139999,167.419998,170.0,170.0,3781300
BRK-B,2017-06-12,169.429993,170.649994,169.41000400000001,170.5,170.5,4662700
BRK-B,2017-06-13,171.5,171.820007,170.899994,171.470001,171.470001,3145400
BRK-B,2017-06-14,170.919998,171.5,169.550003,171.449997,171.449997,3344500
BRK-B,2017-06-15,170.600006,170.919998,169.570007,170.550003,170.550003,3275200
BRK-B,2017-06-16,170.600006,171.03999299999998,169.75,170.479996,170.479996,6505900
BRK-B,2017-06-19,171.389999,171.949997,170.779999,171.550003,171.550003,2869000
BRK-B,2017-06-20,171.679993,171.679993,170.449997,170.550003,170.550003,2470100
BRK-B,2017-06-21,170.610001,170.779999,169.33999599999999,169.619995,169.619995,2365100
BRK-B,2017-06-22,169.330002,169.669998,168.309998,168.320007,168.320007,2673900
BRK-B,2017-06-23,169.270004,169.270004,166.639999,167.220001,167.220001,4046800
BRK-B,2017-06-26,167.800003,168.279999,166.970001,167.490005,167.490005,2543000
BRK-B,2017-06-27,167.720001,168.059998,166.779999,167.350006,167.350006,2995600
BRK-B,2017-06-28,167.929993,170.149994,167.899994,169.889999,169.889999,3210900
BRK-B,2017-06-29,170.679993,171.369995,168.600006,169.300003,169.300003,3545500
BRK-B,2017-06-30,170.009995,170.149994,169.270004,169.369995,169.369995,3627800
BRK-B,2017-07-03,170.399994,172.699997,169.949997,171.800003,171.800003,2493400
BRK-B,2017-07-05,172.059998,172.509995,171.279999,171.850006,171.850006,2558600
BRK-B,2017-07-06,171.559998,171.970001,170.08999599999999,170.199997,170.199997,3182000
BRK-B,2017-07-07,170.83999599999999,171.320007,169.899994,171.139999,171.139999,2967200
BRK-B,2017-07-10,170.610001,171.309998,169.899994,170.25,170.25,2504500
BRK-B,2017-07-11,169.940002,170.199997,168.0,169.240005,169.240005,3525600
BRK-B,2017-07-12,169.78999299999998,170.08999599999999,169.059998,169.919998,169.919998,3018200
BRK-B,2017-07-13,170.059998,170.070007,169.25,169.690002,169.690002,3170500
BRK-B,2017-07-14,168.899994,169.919998,168.520004,169.470001,169.470001,2941500
BRK-B,2017-07-17,169.440002,170.729996,168.949997,170.16000400000001,170.16000400000001,3044400
BRK-B,2017-07-18,170.03999299999998,170.690002,169.559998,170.309998,170.309998,2599700
BRK-B,2017-07-19,170.309998,171.330002,170.309998,171.199997,171.199997,1923200
BRK-B,2017-07-20,171.330002,171.869995,171.070007,171.330002,171.330002,2137900
BRK-B,2017-07-21,171.570007,171.690002,170.66000400000001,171.33999599999999,171.33999599999999,2419800
BRK-B,2017-07-24,171.5,171.880005,171.070007,171.369995,171.369995,2649600
BRK-B,2017-07-25,172.149994,173.369995,172.149994,172.940002,172.940002,2921100
BRK-B,2017-07-26,173.0,173.78999299999998,172.5,173.020004,173.020004,2849500
BRK-B,2017-07-27,173.169998,173.179993,172.220001,173.050003,173.050003,3522600
BRK-B,2017-07-28,173.059998,174.33999599999999,172.130005,174.0,174.0,2401800
BRK-B,2017-07-31,174.699997,175.600006,174.199997,174.970001,174.970001,3477000
BRK-B,2017-08-01,175.929993,176.380005,174.809998,176.28999299999998,176.28999299999998,2666000
BRK-B,2017-08-02,176.28999299999998,177.919998,175.91000400000001,177.850006,177.850006,3174500
BRK-B,2017-08-03,177.5,179.0,177.440002,178.990005,178.990005,2856200
BRK-B,2017-08-04,179.800003,179.990005,178.690002,179.919998,179.919998,2636600
BRK-B,2017-08-07,177.03999299999998,178.41000400000001,177.03999299999998,178.03999299999998,178.03999299999998,3279200
BRK-B,2017-08-08,177.71000700000002,178.28999299999998,176.199997,176.429993,176.429993,2925000
BRK-B,2017-08-09,175.5,178.16000400000001,175.050003,178.059998,178.059998,2804100
BRK-B,2017-08-10,177.130005,177.600006,176.259995,176.360001,176.360001,3084300
BRK-B,2017-08-11,176.320007,177.169998,175.270004,175.33999599999999,175.33999599999999,2580000
BRK-B,2017-08-14,176.75,177.729996,176.449997,177.28999299999998,177.28999299999998,2697300
BRK-B,2017-08-15,177.740005,178.149994,177.240005,177.470001,177.470001,2670000
BRK-B,2017-08-16,178.199997,178.970001,177.600006,178.53999299999998,178.53999299999998,2299200
BRK-B,2017-08-17,178.25,178.699997,177.16000400000001,177.16000400000001,177.16000400000001,4189500
BRK-B,2017-08-18,176.570007,178.820007,176.270004,177.559998,177.559998,3586100
BRK-B,2017-08-21,177.619995,178.5,177.070007,178.33999599999999,178.33999599999999,2878400
BRK-B,2017-08-22,178.5,180.610001,178.46000700000002,180.449997,180.449997,2928600
BRK-B,2017-08-23,179.25,180.520004,179.0,179.979996,179.979996,2444600
BRK-B,2017-08-24,179.979996,180.0,178.130005,178.429993,178.429993,3250100
BRK-B,2017-08-25,179.0,180.16000400000001,178.860001,179.600006,179.600006,2284600
BRK-B,2017-08-28,179.770004,179.899994,178.020004,178.699997,178.699997,2986500
BRK-B,2017-08-29,177.720001,178.699997,177.199997,178.619995,178.619995,2499300
BRK-B,2017-08-30,178.71000700000002,181.029999,178.509995,180.350006,180.350006,3303500
BRK-B,2017-08-31,180.350006,181.869995,180.25,181.16000400000001,181.16000400000001,4376300
BRK-B,2017-09-01,181.600006,181.970001,180.570007,180.729996,180.729996,2536800
BRK-B,2017-09-05,180.28999299999998,180.28999299999998,176.28999299999998,176.979996,176.979996,4880700
BRK-B,2017-09-06,177.350006,177.869995,176.729996,176.78999299999998,176.78999299999998,4270300
BRK-B,2017-09-07,177.050003,177.479996,172.610001,173.990005,173.990005,4620600
BRK-B,2017-09-08,173.899994,175.820007,173.570007,175.5,175.5,3736400
BRK-B,2017-09-11,177.75,179.240005,177.330002,177.869995,177.869995,4107600
BRK-B,2017-09-12,178.0,178.720001,177.800003,178.630005,178.630005,2348500
BRK-B,2017-09-13,177.759995,179.149994,177.610001,178.919998,178.919998,2679400
BRK-B,2017-09-14,178.800003,179.16000400000001,178.380005,178.570007,178.570007,3304100
BRK-B,2017-09-15,179.240005,180.360001,178.809998,179.889999,179.889999,9234800
BRK-B,2017-09-18,180.5,181.740005,180.270004,181.470001,181.470001,3698600
BRK-B,2017-09-19,181.5,183.009995,181.5,183.009995,183.009995,3159000
BRK-B,2017-09-20,183.300003,183.929993,182.46000700000002,183.820007,183.820007,3742100
BRK-B,2017-09-21,183.320007,183.929993,183.029999,183.16000400000001,183.16000400000001,2369000
BRK-B,2017-09-22,182.630005,182.83999599999999,181.300003,181.860001,181.860001,2688100
BRK-B,2017-09-25,181.990005,182.639999,180.800003,182.520004,182.520004,2424600
BRK-B,2017-09-26,182.550003,182.869995,181.740005,181.860001,181.860001,2382000
BRK-B,2017-09-27,182.869995,184.0,182.509995,183.270004,183.270004,2593900
BRK-B,2017-09-28,183.399994,183.949997,182.440002,183.21000700000002,183.21000700000002,1930800
BRK-B,2017-09-29,183.58999599999999,183.679993,182.419998,183.320007,183.320007,2761600
BRK-B,2017-10-02,183.449997,185.470001,182.929993,185.41000400000001,185.41000400000001,2577500
BRK-B,2017-10-03,185.600006,186.509995,184.600006,185.669998,185.669998,3173900
BRK-B,2017-10-04,186.199997,186.669998,185.509995,185.830002,185.830002,2071300
BRK-B,2017-10-05,186.169998,188.03999299999998,185.800003,187.119995,187.119995,2786100
BRK-B,2017-10-06,187.199997,187.619995,186.050003,187.429993,187.429993,2600600
BRK-B,2017-10-09,187.5,187.949997,186.639999,187.5,187.5,2036700
BRK-B,2017-10-10,187.46000700000002,188.199997,187.16000400000001,188.0,188.0,2212800
BRK-B,2017-10-11,187.399994,187.949997,186.479996,187.46000700000002,187.46000700000002,2750600
BRK-B,2017-10-12,187.699997,187.990005,185.970001,186.300003,186.300003,2640700
BRK-B,2017-10-13,186.770004,188.0,186.330002,187.369995,187.369995,2830200
BRK-B,2017-10-16,188.0,188.619995,187.570007,187.96000700000002,187.96000700000002,2316700
BRK-B,2017-10-17,187.96000700000002,188.0,186.5,187.389999,187.389999,2273100
BRK-B,2017-10-18,187.75,188.130005,186.800003,187.850006,187.850006,2192900
BRK-B,2017-10-19,187.16000400000001,187.5,186.429993,187.21000700000002,187.21000700000002,2831900
BRK-B,2017-10-20,187.75,189.03999299999998,187.580002,189.03999299999998,189.03999299999998,2934900
BRK-B,2017-10-23,189.179993,189.720001,188.639999,189.389999,189.389999,2418200
BRK-B,2017-10-24,189.919998,190.679993,189.529999,189.779999,189.779999,2888600
BRK-B,2017-10-25,189.830002,190.0,187.66000400000001,188.71000700000002,188.71000700000002,3394200
BRK-B,2017-10-26,189.649994,189.919998,187.830002,188.610001,188.610001,2740900
BRK-B,2017-10-27,188.320007,188.630005,187.050003,188.58999599999999,188.58999599999999,2978800
BRK-B,2017-10-30,188.020004,188.520004,187.350006,187.850006,187.850006,2473700
BRK-B,2017-10-31,188.059998,188.110001,186.41000400000001,186.940002,186.940002,3290400
BRK-B,2017-11-01,188.100006,188.130005,186.729996,187.169998,187.169998,2727800
BRK-B,2017-11-02,186.75,188.779999,185.889999,188.610001,188.610001,3340900
BRK-B,2017-11-03,188.130005,188.550003,187.020004,187.270004,187.270004,2159900
BRK-B,2017-11-06,186.100006,187.570007,185.300003,186.679993,186.679993,2602600
BRK-B,2017-11-07,187.229996,188.190002,185.610001,186.300003,186.300003,2500600
BRK-B,2017-11-08,186.309998,186.889999,184.350006,184.600006,184.600006,4118800
BRK-B,2017-11-09,183.33999599999999,184.679993,181.759995,184.490005,184.490005,3633000
BRK-B,2017-11-10,183.83999599999999,184.070007,182.509995,183.679993,183.679993,3043300
BRK-B,2017-11-13,183.16000400000001,184.850006,183.16000400000001,184.399994,184.399994,1889900
BRK-B,2017-11-14,183.66000400000001,184.0,182.5,183.33999599999999,183.33999599999999,3088000
BRK-B,2017-11-15,182.130005,182.899994,181.41000400000001,181.809998,181.809998,4004500
BRK-B,2017-11-16,182.21000700000002,183.050003,181.649994,182.050003,182.050003,3944000
BRK-B,2017-11-17,181.699997,181.940002,180.5,181.059998,181.059998,2715900
BRK-B,2017-11-20,181.429993,181.979996,180.440002,181.630005,181.630005,2428800
BRK-B,2017-11-21,181.779999,183.5,181.509995,183.179993,183.179993,3047000
BRK-B,2017-11-22,183.779999,183.779999,181.940002,182.559998,182.559998,3017000
BRK-B,2017-11-24,182.66000400000001,182.979996,182.25,182.360001,182.360001,1038600
BRK-B,2017-11-27,182.740005,183.869995,182.41000400000001,183.490005,183.490005,2985200
BRK-B,2017-11-28,184.100006,187.83999599999999,184.020004,187.53999299999998,187.53999299999998,3721000
BRK-B,2017-11-29,188.199997,192.0,187.570007,189.850006,189.850006,4898000
BRK-B,2017-11-30,190.350006,193.809998,189.949997,193.009995,193.009995,6420400
BRK-B,2017-12-01,193.58999599999999,194.990005,189.720001,194.559998,194.559998,5177300
BRK-B,2017-12-04,196.179993,199.479996,196.179993,196.96000700000002,196.96000700000002,4899500
BRK-B,2017-12-05,197.770004,197.990005,195.5,196.070007,196.070007,3411700
BRK-B,2017-12-06,196.059998,196.830002,194.800003,196.009995,196.009995,3315700
BRK-B,2017-12-07,195.91000400000001,196.75,194.979996,196.33999599999999,196.33999599999999,2650700
BRK-B,2017-12-08,195.33999599999999,197.279999,195.020004,196.440002,196.440002,3953400
BRK-B,2017-12-11,196.630005,197.179993,195.300003,196.699997,196.699997,3605000
BRK-B,2017-12-12,199.41000400000001,199.919998,197.0,199.070007,199.070007,4343000
BRK-B,2017-12-13,198.559998,199.630005,197.350006,197.399994,197.399994,4151900
BRK-B,2017-12-14,198.119995,198.190002,195.940002,196.66000400000001,196.66000400000001,3593900
BRK-B,2017-12-15,198.240005,199.199997,197.229996,197.779999,197.779999,9169400
BRK-B,2017-12-18,199.5,200.259995,198.940002,199.33999599999999,199.33999599999999,4600100
BRK-B,2017-12-19,200.16000400000001,200.5,197.679993,197.91000400000001,197.91000400000001,3645200
BRK-B,2017-12-20,199.389999,199.75,197.679993,197.78999299999998,197.78999299999998,3914300
BRK-B,2017-12-21,198.850006,199.559998,198.21000700000002,198.889999,198.889999,3262400
BRK-B,2017-12-22,199.240005,199.679993,196.880005,197.919998,197.919998,3786800
BRK-B,2017-12-26,197.970001,198.570007,197.279999,197.570007,197.570007,1769600
