Symbol,Date,Open,High,Low,Close,Adj Close,Volume
INTC,2017-02-02,36.259997999999996,36.700001,36.200001,36.68,35.429951,31916900
INTC,2017-02-03,36.689999,36.82,36.450001,36.52,35.527233,21038100
INTC,2017-02-06,36.509997999999996,36.509997999999996,36.150002,36.27,35.284027,21427000
INTC,2017-02-07,36.450001,36.52,36.240002000000004,36.349998,35.361851,18581900
INTC,2017-02-08,36.34,36.650002,36.139998999999996,36.380001,35.391040999999994,20807400
INTC,2017-02-09,36.5,36.5,35.400002,35.459998999999996,34.496044,47802700
INTC,2017-02-10,35.259997999999996,35.43,34.84,35.34,34.379311,44106500
INTC,2017-02-13,35.57,35.849998,35.34,35.799999,34.826805,28180600
INTC,2017-02-14,35.84,35.959998999999996,35.529999,35.93,34.95327,25725100
INTC,2017-02-15,35.98,36.060001,35.669998,36.049999,35.070011,18452200
INTC,2017-02-16,36.18,36.560001,36.099998,36.41,35.420223,21317500
INTC,2017-02-17,36.32,36.48,36.099998,36.48,35.488316,18909900
INTC,2017-02-21,36.529999,36.650002,36.330002,36.52,35.527233,20556000
INTC,2017-02-22,36.34,36.400002,35.790001000000004,36.07,35.089462,29904400
INTC,2017-02-23,36.240002000000004,36.299999,35.900002,36.18,35.196476000000004,22775000
INTC,2017-02-24,36.139998999999996,36.529999,35.950001,36.529999,35.536953000000004,18617600
INTC,2017-02-27,36.419998,36.68,36.27,36.509997999999996,35.517502,14065200
INTC,2017-02-28,36.419998,36.459998999999996,36.0,36.200001,35.215927,24977000
INTC,2017-03-01,35.849998,36.099998,35.439999,35.93,34.95327,34085900
INTC,2017-03-02,35.93,36.02,35.650002,35.91,34.933815,23602100
INTC,2017-03-03,35.939999,36.09,35.669998,35.900002,34.924088,17538100
INTC,2017-03-06,35.790001000000004,35.799999,35.419998,35.57,34.603058000000004,24416700
INTC,2017-03-07,35.540001000000004,35.799999,35.389998999999996,35.799999,34.826805,23434900
INTC,2017-03-08,35.669998,35.900002,35.529999,35.619999,34.651699,20920100
INTC,2017-03-09,35.599998,35.939999,35.5,35.82,34.846264,23616800
INTC,2017-03-10,36.119999,36.299999,35.779999,35.91,34.933815,25402300
INTC,2017-03-13,35.849998,36.040001000000004,34.939999,35.16,34.204201,53582900
INTC,2017-03-14,35.060001,35.23,34.66,35.18,34.223659999999995,28586900
INTC,2017-03-15,34.939999,35.169998,34.68,35.099998,34.145832,27996100
INTC,2017-03-16,35.169998,35.360001000000004,35.07,35.139998999999996,34.184742,19616100
INTC,2017-03-17,35.310001,35.330002,35.099998,35.27,34.311214,30778900
INTC,2017-03-20,35.369999,35.630001,35.259997999999996,35.43,34.466862,17322300
INTC,2017-03-21,35.59,35.599998,35.0,35.040001000000004,34.087463,22814500
INTC,2017-03-22,35.220001,35.459998999999996,35.0,35.369999,34.408489,19144500
INTC,2017-03-23,35.490002000000004,35.490002000000004,35.02,35.27,34.311214,20640400
INTC,2017-03-24,35.650002,35.73,35.119999,35.16,34.204201,22188000
INTC,2017-03-27,35.07,35.5,34.939999,35.389998999999996,34.427952000000005,16992200
INTC,2017-03-28,35.34,35.709998999999996,35.209998999999996,35.599998,34.632236,18398100
INTC,2017-03-29,35.52,35.700001,35.439999,35.57,34.603058000000004,17202600
INTC,2017-03-30,35.580002,35.889998999999996,35.52,35.75,34.778164000000004,16433000
INTC,2017-03-31,35.75,36.25,35.740002000000004,36.07,35.089462,21438400
INTC,2017-04-03,36.189999,36.740002000000004,36.119999,36.16,35.177017,32013600
INTC,2017-04-04,36.119999,36.380001,35.990002000000004,36.279999,35.293755,18918000
INTC,2017-04-05,36.43,36.759997999999996,36.169998,36.220001,35.23539,22455500
INTC,2017-04-06,36.130001,36.279999,36.029999,36.029999,35.050549,20198200
INTC,2017-04-07,36.07,36.32,35.990002000000004,36.029999,35.050549,15689500
INTC,2017-04-10,36.02,36.09,35.610001000000004,35.799999,34.826805,19973700
INTC,2017-04-11,35.77,35.790001000000004,35.209998999999996,35.740002000000004,34.768436,22711800
INTC,2017-04-12,35.869999,36.009997999999996,35.5,35.630001,34.661427,19289800
INTC,2017-04-13,35.549999,35.759997999999996,35.25,35.25,34.291756,15764000
INTC,2017-04-17,35.439999,35.59,35.330002,35.48,34.515503,12560700
INTC,2017-04-18,35.43,35.810001,35.299999,35.77,34.797623,12321100
INTC,2017-04-19,35.970001,36.220001,35.889998999999996,35.91,34.933815,16594600
INTC,2017-04-20,36.18,36.27,35.860001000000004,36.18,35.196476000000004,22968300
INTC,2017-04-21,36.200001,36.419998,35.849998,36.32,35.332671999999995,20390500
INTC,2017-04-24,36.669998,36.849998,36.459998999999996,36.75,35.750984,26305800
INTC,2017-04-25,36.77,37.0,36.66,36.869999,35.867714,22066800
INTC,2017-04-26,36.779999,37.23,36.779999,36.93,35.926086,27241000
INTC,2017-04-27,36.869999,37.5,36.779999,37.43,36.412490999999996,39890000
INTC,2017-04-28,36.099998,36.490002000000004,35.880001,36.150002,35.167294,56617100
INTC,2017-05-01,36.110001000000004,36.400002,35.939999,36.310001,35.322941,24825600
INTC,2017-05-02,36.369999,37.029999,36.349998,36.970001,35.965,35813000
INTC,2017-05-03,36.720001,37.169998,36.619999,36.98,36.242354999999996,22040300
INTC,2017-05-04,36.990002000000004,37.110001000000004,36.639998999999996,36.849998,36.114940999999995,16437100
INTC,2017-05-05,36.860001000000004,36.93,36.5,36.82,36.085545,18119200
INTC,2017-05-08,36.73,36.849998,36.48,36.540001000000004,35.811134,17660200
INTC,2017-05-09,36.48,36.75,36.279999,36.369999,35.64452,17819100
INTC,2017-05-10,36.27,36.380001,35.93,36.009997999999996,35.291698,25133800
INTC,2017-05-11,35.91,36.0,35.450001,35.689999,34.978081,21508900
INTC,2017-05-12,35.720001,35.740002000000004,35.400002,35.529999,34.821278,19730800
INTC,2017-05-15,35.529999,35.720001,35.419998,35.630001,34.919281,22120100
INTC,2017-05-16,35.75,35.889998999999996,35.419998,35.82,35.105492,22291800
INTC,2017-05-17,35.669998,35.990002000000004,35.02,35.040001000000004,34.341053,26670200
INTC,2017-05-18,35.189999,35.470001,35.080002,35.220001,34.51746,17171900
INTC,2017-05-19,35.150002,35.549999,35.130001,35.400002,34.693874,18340100
INTC,2017-05-22,35.48,36.110001000000004,35.380001,35.77,35.056492,14638100
INTC,2017-05-23,35.869999,35.990002000000004,35.560001,35.860001000000004,35.144695,16903700
INTC,2017-05-24,35.98,36.18,35.889998999999996,36.119999,35.399506,20640600
INTC,2017-05-25,36.119999,36.389998999999996,36.060001,36.259997999999996,35.536716,13148500
INTC,2017-05-26,36.259997999999996,36.330002,36.130001,36.259997999999996,35.536716,11145500
INTC,2017-05-30,36.27,36.439999,36.09,36.18,35.458309,13026900
INTC,2017-05-31,36.310001,36.380001,35.869999,36.110001000000004,35.389709,17741900
INTC,2017-06-01,36.119999,36.130001,35.799999,36.119999,35.399506,17510900
INTC,2017-06-02,36.27,36.330002,36.0,36.32,35.59552,19127400
INTC,2017-06-05,36.299999,36.5,36.200001,36.34,35.615120000000005,11685700
INTC,2017-06-06,36.16,36.450001,35.98,36.130001,35.409309,18420900
INTC,2017-06-07,36.130001,36.57,36.099998,36.259997999999996,35.536716,17192000
INTC,2017-06-08,36.34,36.529999,36.16,36.48,35.752327,16783400
INTC,2017-06-09,36.5,36.560001,35.310001,35.709998999999996,34.997684,33322100
INTC,2017-06-12,35.59,36.009997999999996,35.41,35.73,35.017284000000004,28488300
INTC,2017-06-13,35.68,35.950001,35.529999,35.880001,35.164295,20588200
INTC,2017-06-14,35.990002000000004,36.049999,35.220001,35.529999,34.821278,19149000
INTC,2017-06-15,35.209998999999996,35.48,35.139998999999996,35.310001,34.605663,20410000
INTC,2017-06-16,35.279999,35.330002,35.009997999999996,35.209998999999996,34.507659999999994,30762800
INTC,2017-06-19,35.610001000000004,35.610001000000004,35.32,35.509997999999996,34.801674,21583800
INTC,2017-06-20,35.450001,35.450001,34.84,34.860001000000004,34.164642,21536500
INTC,2017-06-21,34.330002,34.599998,34.09,34.580002,33.890228,27138500
INTC,2017-06-22,34.560001,34.630001,34.290001000000004,34.360001000000004,33.674614,24602900
INTC,2017-06-23,34.209998999999996,34.549999,34.099998,34.189999,33.508007,29260900
INTC,2017-06-26,34.259997999999996,34.509997999999996,34.029999,34.07,33.3904,18854800
INTC,2017-06-27,34.0,34.150002,33.650002,33.650002,32.978783,27078900
INTC,2017-06-28,33.77,34.240002000000004,33.740002000000004,34.200001,33.517803,25940100
INTC,2017-06-29,33.919998,34.099998,33.34,33.540001000000004,32.870975,25215700
INTC,2017-06-30,33.869999,33.93,33.529999,33.740002000000004,33.066986,24432000
INTC,2017-07-03,33.509997999999996,34.029999,33.43,33.459998999999996,32.792568,12676900
INTC,2017-07-05,33.52,34.43,33.490002000000004,34.34,33.655014,30010800
INTC,2017-07-06,34.119999,34.290001000000004,33.560001,33.630001,32.959179,20733200
INTC,2017-07-07,33.700001,34.119999,33.700001,33.880001,33.204189,18304500
INTC,2017-07-10,33.25,33.740002000000004,33.23,33.650002,32.978783,29918400
INTC,2017-07-11,33.639998999999996,33.93,33.43,33.919998,33.243389,25737500
INTC,2017-07-12,34.279999,34.389998999999996,33.939999,34.25,33.566811,23768300
INTC,2017-07-13,34.330002,34.400002,34.119999,34.240002000000004,33.557007,15046200
INTC,2017-07-14,34.48,34.709998999999996,34.27,34.68,33.988234999999996,16316400
INTC,2017-07-17,34.740002000000004,34.740002000000004,34.360001000000004,34.470001,33.782425,21044400
INTC,2017-07-18,34.43,34.580002,34.25,34.529999,33.841225,14362800
INTC,2017-07-19,34.68,34.68,34.459998999999996,34.560001,33.870628,17036200
INTC,2017-07-20,34.540001000000004,34.84,34.48,34.75,34.056835,17506200
INTC,2017-07-21,34.540001000000004,34.82,34.400002,34.73,34.037231,22245000
